# 10000,10
283.995063,845.434559,900.115297,834.260860,144.245980,865.115916,470.958556,361.456688,29.342202,704.199167
572.131323,67.830056,829.914770,821.031314,405.247777,173.892764,110.675632,604.409452,198.051325,484.865993
995.987859,577.371016,997.307091,398.130139,825.170776,602.289846,96.147663,381.587891,35.541446,267.186879
306.449574,985.963559,647.391891,77.017015,429.340529,206.790746,694.168058,731.535654,547.281231,384.534355
138.791061,861.157289,848.770021,138.567013,740.520665,699.399005,200.178481,957.638338,341.515209,863.107544
622.858793,175.628464,298.908847,104.096043,105.568708,98.286262,791.446576,441.213080,323.686920,546.201336
92.682806,356.833916,242.659000,325.787037,94.369799,762.240399,463.681882,821.291444,792.870239,92.228578
378.180748,160.395193,379.798714,827.336983,198.410908,565.982646,525.425140,437.554995,587.979174,573.173147
904.212938,875.314252,421.339395,318.541630,912.523013,129.861837,948.467812,496.571387,440.161431,108.704759
14.573888,171.055587,452.197816,151.600620,779.942324,581.540123,61.822998,420.474713,525.634631,513.802530
469.698199,215.192173,191.899077,396.501229,989.643494,470.273403,813.782639,660.667010,87.968401,786.610763
817.462345,120.162903,979.017100,28.360791,710.373004,875.724345,436.242420,199.318151,236.947924,914.823656
730.364512,875.288198,322.150531,493.544869,229.314755,654.080072,697.942150,784.420267,707.884151,36.843988
609.817589,167.944438,265.063276,176.074715,512.309434,232.814421,771.660962,362.919837,136.227231,723.032682
254.820416,463.517180,432.711256,345.427790,483.082040,549.329032,388.786605,798.553079,203.838730,11.292632
899.624584,297.835797,703.845831,37.593081,318.339143,43.079704,126.276748,475.321440,267.490817,510.142104
384.902315,658.149541,848.308021,698.947706,603.552117,77.583287,943.398674,935.047763,206.939268,628.284526
352.467072,316.139508,42.669760,448.342823,5.102708,740.098099,484.856029,195.989371,906.092459,782.334962
618.799316,760.801386,241.547190,994.669401,511.517416,19.879699,785.469508,596.767803,372.388254,218.148753
880.709752,160.589465,634.298852,327.946918,980.902034,545.615715,846.743001,271.484514,277.646243,645.651398
316.231447,185.188973,968.100954,434.515748,904.226993,818.869206,846.608056,148.350637,690.901407,176.690440
799.326056,392.496259,349.342564,722.243177,552.346894,688.862369,905.802183,114.680480,486.141923,181.795632
539.052499,427.280795,754.793260,285.335947,5.729697,860.373189,706.163774,166.650961,667.607416,885.231445
650.054165,110.121840,286.029852,60.069472,668.095768,899.116583,79.551738,561.543268,364.744574,839.231853
33.237261,110.248978,488.596066,309.670980,896.886823,803.677586,943.310697,14.054881,576.548831,799.921194
671.729531,494.431037,438.195745,232.354879,341.230107,176.990191,453.448332,594.718740,449.292356,300.497951
108.060098,596.943679,257.566576,955.967373,549.516710,622.072681,612.722777,349.314392,376.482047,954.437086
953.231363,273.175479,468.651067,84.124430,111.928799,581.217852,845.113190,218.834756,37.674968,991.215877
556.812311,176.545617,705.681454,181.575546,843.809734,418.007835,817.266662,919.786549,219.987734,856.972921
509.649388,256.473831,771.451627,978.933355,291.027585,427.596807,95.556663,83.783479,975.015442,22.011719
994.906343,753.933580,157.922284,904.004185,755.422462,876.999223,369.739095,667.661361,329.049130,491.638049
581.832015,509.039110,86.948616,441.878641,973.215500,375.056885,591.905047,466.927448,811.925448,71.925102
949.671686,4.178146,991.872645,289.597327,663.931523,395.274368,207.107562,142.418350,722.583316,520.653471
974.688702,466.651319,746.679801,39.546138,470.958650,968.521944,323.511183,942.109806,881.009587,428.333160
367.272304,723.774667,55.997517,383.936680,599.883260,652.195974,284.685411,78.493514,220.264008,436.187834
880.679983,336.883800,113.027864,806.172784,228.997403,943.486866,656.466475,398.669624,397.880279,124.553579
855.851425,94.374475,719.496980,738.749492,79.013237,260.833504,970.398175,836.370538,634.682174,398.943742
3.462885,227.133913,366.062271,878.495466,7.809046,889.102840,157.342115,163.097498,318.358715,10.040245
751.986128,359.298346,190.341062,448.305830,136.528262,80.789032,225.096766,863.151491,412.452458,359.682418
286.801723,116.968027,152.247559,476.133830,971.647658,979.187680,189.170464,559.118198,102.089021,174.274933
601.462106,220.335172,582.184514,425.043885,510.568939,368.273642,911.373814,789.016809,584.895494,720.553180
34.578032,801.302727,396.886275,437.701402,596.254899,980.707109,212.057800,153.491731,718.415898,912.598702
825.006142,273.880000,12.379996,623.231007,433.829098,1.017970,647.403214,951.188611,925.471918,653.490361
482.147836,49.033310,337.076378,596.823738,989.689180,840.089967,401.119527,217.240993,136.743101,869.399724
